framework,module,file,kind,namespace,type,member,signature
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.CloudSave.cs,delegate,RCore.Service,ConflictResolutionStrategy,,"public delegate ConflictResolutionStrategy SavedGameConflictResolver(ISavedGameMetadata baseVersion, byte[] baseVersionData, ISavedGameMetadata remoteVersion, b"
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.CloudSave.cs,interface,RCore.Service,ISavedGameMetadata,,public interface ISavedGameMetadata
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.CloudSave.cs,enum,RCore.Service,SelectUIStatus,,public enum SelectUIStatus
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.cs,enum,RCore.Service,AskFriendResolutionStatus,,public enum AskFriendResolutionStatus
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.cs,class,RCore.Service,GameServices,,public static partial class GameServices
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.InAppReview.cs,class,RCore.Service,GameServices,,public static partial class GameServices
RCore,Services/GameServices,Assets\RCore\Services\GameServices\GameServices.InAppUpdate.cs,class,RCore.Service,GameServices,,public static partial class GameServices
RCore,Services/IAP,Assets\RCore\Services\IAP\IAPManager.cs,class,RCore.Service,IAPManager,,"public partial class IAPManager : MonoBehaviour, IDetailedStoreListener"
RCore,Services/Notification,Assets\RCore\Services\Notification\DefaultSerializer.cs,class,RCore.Service,DefaultSerializer,,public class DefaultSerializer : IPendingNotificationsSerializer
RCore,Services/Notification,Assets\RCore\Services\Notification\GameNotification.cs,class,RCore.Service,GameNotification,,public class GameNotification
RCore,Services/Notification,Assets\RCore\Services\Notification\IPendingNotificationsSerializer.cs,interface,RCore.Service,IPendingNotificationsSerializer,,public interface IPendingNotificationsSerializer
RCore,Services/Notification,Assets\RCore\Services\Notification\NotificationsManager.cs,class,RCore.Service,NotificationsManager,,public class NotificationsManager : MonoBehaviour
RCore,Services/Notification,Assets\RCore\Services\Notification\NotificationsManager.cs,enum,RCore.Service,OperatingMode,,public enum OperatingMode
RCore,Services/Notification,Assets\RCore\Services\Notification\NotificationsPlatform.cs,class,RCore.Service,NotificationsPlatform,,public class NotificationsPlatform : IDisposable
RCore,Services/Notification,Assets\RCore\Services\Notification\PendingNotification.cs,class,RCore.Service,PendingNotification,,public class PendingNotification
RCore,UI,Assets\RCore\Sub\Runtime\UI\ContentRectSizeFilter.cs,class,RCore.UI,ContentRectSizeFilter,,public class ContentRectSizeFilter : MonoBehaviour
RCore,UI/DragDrop,Assets\RCore\Sub\Runtime\UI\DragDrop\UIDragController.cs,class,RCore.UI,UIDragController,,public class UIDragController : MonoBehaviour
RCore,UI/DragDrop,Assets\RCore\Sub\Runtime\UI\DragDrop\UIDraggableItem.cs,class,RCore.UI,UIDraggableItem,,public class UIDraggableItem : MonoBehaviour
RCore,UI/DragDrop,Assets\RCore\Sub\Runtime\UI\DragDrop\UIDraggableWorldItem.cs,class,RCore.UI,UIDraggableWorldItem,,public class UIDraggableWorldItem : UIDraggableItem
RCore,UI/DragDrop,Assets\RCore\Sub\Runtime\UI\DragDrop\UIDragHandler.cs,class,RCore.UI,UIDragHandler,,"public class UIDragHandler : MonoBehaviour, IBeginDragHandler, IDragHandler, IEndDragHandler"
RCore,UI,Assets\RCore\Sub\Runtime\UI\LeftSnapScrollView.cs,class,RCore.UI,LeftSnapScrollView,,"public class LeftSnapScrollView : MonoBehaviour, IBeginDragHandler, IEndDragHandler, IDragHandler"
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessagesHUD.cs,class,RCore.UI,MessagesHUD,,public class MessagesHUD : MonoBehaviour
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessagesHUD.cs,class,RCore.UI,Message,,public class Message
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessagesHUD.cs,class,RCore.UI,Bubble,,public class Bubble : Message
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessagesHUD.cs,class,RCore.UI,Notification,,public class Notification : Message
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessageWithPointer.cs,enum,RCore.UI,PointerAlignment,,public enum PointerAlignment
RCore,UI,Assets\RCore\Sub\Runtime\UI\MessageWithPointer.cs,class,RCore.UI,MessageWithPointer,,public class MessageWithPointer : MonoBehaviour
RCore,UI,Assets\RCore\Sub\Runtime\UI\ResolutionFixer.cs,class,RCore.UI,ResolutionFixer,,public class ResolutionFixer : MonoBehaviour
RCore,UI,Assets\RCore\Sub\Runtime\UI\ResolutionFixer.cs,class,RCore.UI,CanvasResolutionFixerEditor,,public class CanvasResolutionFixerEditor : UnityEditor.Editor
RCore,UI,Assets\RCore\Sub\Runtime\UI\UIGridScaler.cs,class,RCore.UI,UIGridScaler,,public class UIGridScaler : MonoBehaviour
RCore,UI,Assets\RCore\Sub\Runtime\UI\UIGridScaler.cs,enum,RCore.UI,ScaleType,,public enum ScaleType
RCore,UI,Assets\RCore\Sub\Runtime\UI\VerticalSnapScrollView.cs,class,RCore.UI,VerticalSnapScrollView,,"public class VerticalSnapScrollView : MonoBehaviour, IBeginDragHandler, IEndDragHandler, IDragHandler"
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Exceptions\AddressableLoadException.cs,class,RevCore,AddressableLoadException,,public sealed class AddressableLoadException : Exception
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Helpers\AddressableCatalog.cs,class,RevCore,AddressableCatalog,,public static class AddressableCatalog
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Helpers\AddressableDownloader.cs,class,RevCore,AddressableDownloader,,public static class AddressableDownloader
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Helpers\AddressableLoader.cs,class,RevCore,AddressableLoader,,public static class AddressableLoader
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Helpers\AddressableScene.cs,class,RevCore,AddressableScene,,public static class AddressableScene
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Wrappers\AssetRef.cs,class,RevCore,AssetRef,,public class AssetRef<T> where T : Object
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Wrappers\ComponentRef.cs,class,RevCore,ComponentRef,,public class ComponentRef<TComponent> : AssetReference where TComponent : Component
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Wrappers\KeyedAssetRef.cs,class,RevCore,KeyedAssetRef,,"public class KeyedAssetRef<TKey, T> : AssetRef<T> where T : Object"
RevCore,Addressables,Assets\RevCore\Addressables\Runtime\Wrappers\PrefabRef.cs,class,RevCore,PrefabRef,,public class PrefabRef<TComponent> where TComponent : Component
RevCore,Audio,Assets\RevCore\Audio\Runtime\AudioAsyncExtensions.cs,class,RevCore,AudioAsyncExtensions,,public static class AudioAsyncExtensions
RevCore,Audio,Assets\RevCore\Audio\Runtime\AudioCollection.cs,class,RevCore,AudioCollection,,public class AudioCollection : ScriptableObject
RevCore,Audio,Assets\RevCore\Audio\Runtime\AudioCollection.cs,struct,RevCore,ScriptGenerator,,public struct ScriptGenerator
RevCore,Audio,Assets\RevCore\Audio\Runtime\AudioManager.cs,class,RevCore,AudioManager,,public class AudioManager : BaseAudioManager
RevCore,Audio,Assets\RevCore\Audio\Runtime\BaseAudioManager.cs,class,RevCore,BaseAudioManager,,public class BaseAudioManager : MonoBehaviour
RevCore,Audio,Assets\RevCore\Audio\Runtime\SfxSource.cs,class,RevCore,SfxSource,,public class SfxSource : MonoBehaviour
RevCore,Data,Assets\RevCore\Data\Runtime\IJObjectHandler.cs,interface,RevCore,IJObjectHandler,,public interface IJObjectHandler
RevCore,Data,Assets\RevCore\Data\Runtime\IJObjectModel.cs,interface,RevCore,IJObjectModel,,public interface IJObjectModel : IJObjectHandler
RevCore,Data,Assets\RevCore\Data\Runtime\InjectAttribute.cs,class,RevCore,InjectAttribute,,public sealed class InjectAttribute : Attribute { }
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectData.cs,interface,RevCore,IJObjectData,,public interface IJObjectData
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectData.cs,class,RevCore,JObjectData,,public abstract class JObjectData : IJObjectData
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectDB.cs,class,RevCore,JObjectDB,,public static class JObjectDB
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectDBManager.cs,class,RevCore,JObjectDBManager,,public abstract class JObjectDBManager<T> : MonoBehaviour where T : JObjectModelCollection
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectModel.cs,class,RevCore,JObjectModel,,"public abstract class JObjectModel<T> : ScriptableObject, IJObjectModel where T : JObjectData"
RevCore,Data,Assets\RevCore\Data\Runtime\JObjectModelCollection.cs,class,RevCore,JObjectModelCollection,,public class JObjectModelCollection : ScriptableObject
RevCore,Data,Assets\RevCore\Data\Runtime\Session\SessionData.cs,class,RevCore,SessionData,,public class SessionData : JObjectData
RevCore,Data,Assets\RevCore\Data\Runtime\Session\SessionModel.cs,struct,RevCore,NewDayStartedEvent,,public readonly struct NewDayStartedEvent : IEvent { }
RevCore,Data,Assets\RevCore\Data\Runtime\Session\SessionModel.cs,interface,RevCore,ISessionModel,,public interface ISessionModel
RevCore,Data,Assets\RevCore\Data\Runtime\Session\SessionModel.cs,class,RevCore,SessionModel,,"public class SessionModel : JObjectModel<SessionData>, ISessionModel"
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Contracts\IEventBus.cs,interface,RevCore,IEventBus,,public interface IEventBus
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Contracts\ILogger.cs,interface,RevCore,IRevLogger,,public interface IRevLogger
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Contracts\ILogger.cs,class,RevCore,RevLoggerExtensions,,public static class RevLoggerExtensions
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Contracts\IServiceLocator.cs,interface,RevCore,IServiceLocator,,public interface IServiceLocator
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Delegates.cs,delegate,RevCore,void,,public delegate void VoidDelegate();
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Delegates.cs,delegate,RevCore,void,,public delegate void IntDelegate(int value);
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Delegates.cs,delegate,RevCore,void,,public delegate void BoolDelegate(bool value);
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Delegates.cs,delegate,RevCore,void,,public delegate void FloatDelegate(float value);
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Delegates.cs,delegate,RevCore,bool,,public delegate bool ConditionalDelegate();
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Diagnostics\IRevDiagnostics.cs,interface,RevCore,IRevDiagnostics,,public interface IRevDiagnostics
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Diagnostics\RevDiagnostics.cs,class,RevCore,RevDiagnostics,,public static class RevDiagnostics
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Events\EventBus.cs,class,RevCore,EventBus,,public sealed class EventBus : IEventBus
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Events\Events.cs,class,RevCore,Events,,public static class Events
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Events\IEvent.cs,interface,RevCore,IEvent,,public interface IEvent { }
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Events\UISfxTriggeredEvent.cs,struct,RevCore,UISfxTriggeredEvent,,public readonly struct UISfxTriggeredEvent : IEvent
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\CameraHelper.cs,class,RevCore,CameraExtension,,public static class CameraExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\CollectionHelper.cs,class,RevCore,CollectionHelper,,public static class CollectionHelper
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\CollectionHelper.cs,class,RevCore,CollectionExtension,,public static class CollectionExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\ColorHelper.cs,class,RevCore,ColorExtension,,public static class ColorExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\ColorHelper.cs,class,RevCore,ColorHelper,,public static class ColorHelper
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\ComponentHelper.cs,class,RevCore,ComponentExtension,,public static class ComponentExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\MathHelper.cs,class,RevCore,MathHelper,,public static class MathHelper
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\MathHelper.cs,class,RevCore,MathExtension,,public static class MathExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\StringHelper.cs,class,RevCore,StringHelper,,public static class StringHelper
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\StringHelper.cs,class,RevCore,StringExtension,,public static class StringExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\TimeHelper.cs,class,RevCore,TimeHelper,,public static class TimeHelper
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\TimeHelper.cs,class,RevCore,TimeExtension,,public static class TimeExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Helpers\TransformHelper.cs,class,RevCore,TransformExtension,,public static class TransformExtension
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Logging\LogLevel.cs,enum,RevCore,LogLevel,,public enum LogLevel
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Logging\RevLog.cs,class,RevCore,RevLog,,public sealed class RevLog : IRevLogger
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Logging\RevLog.cs,class,RevCore,Log,,public static class Log
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Results\Result.cs,struct,RevCore,Result,,public readonly struct Result
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Results\Result.cs,struct,RevCore,Result,,public readonly struct Result<T>
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Services\ServiceLocator.cs,class,RevCore,ServiceLocator,,public sealed class ServiceLocator : IServiceLocator
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Services\ServiceLocator.cs,class,RevCore,Services,,public static class Services
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Types\BigNumber.cs,struct,RevCore,BigNumber,,public readonly struct BigNumber : IComparable<BigNumber>
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Types\PerfectRatio.cs,enum,RevCore,PerfectRatio,,public enum PerfectRatio
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Types\SerializableDictionary.cs,class,RevCore,SerializableDictionary,,"public class SerializableDictionary<TKey, TValue> : Dictionary<TKey, TValue>, ISerializationCallbackReceiver"
RevCore,Foundation,Assets\RevCore\Foundation\Runtime\Types\SerializableDictionary.cs,class,RevCore,SerializedDictionary,,"public class SerializedDictionary<TKey, TValue>"
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\AutoFillAttribute.cs,class,RevCore,AutoFillAttribute,,public sealed class AutoFillAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\CommentAttribute.cs,class,RevCore,CommentAttribute,,public sealed class CommentAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\CreateScriptableObjectAttribute.cs,class,RevCore,CreateScriptableObjectAttribute,,public sealed class CreateScriptableObjectAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\DisplayEnumAttribute.cs,class,RevCore,DisplayEnumAttribute,,public sealed class DisplayEnumAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\ExposeScriptableObjectAttribute.cs,class,RevCore,ExposeScriptableObjectAttribute,,public sealed class ExposeScriptableObjectAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\FolderPathAttribute.cs,class,RevCore,FolderPathAttribute,,public sealed class FolderPathAttribute : PropertyAttribute { }
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\HighlightAttribute.cs,class,RevCore,HighlightAttribute,,public sealed class HighlightAttribute : PropertyAttribute { }
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\InspectorButtonAttribute.cs,class,RevCore,InspectorButtonAttribute,,public sealed class InspectorButtonAttribute : Attribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\ReadOnlyAttribute.cs,class,RevCore,ReadOnlyAttribute,,public sealed class ReadOnlyAttribute : PropertyAttribute { }
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\SeparatorAttribute.cs,class,RevCore,SeparatorAttribute,,public sealed class SeparatorAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\ShowIfAttribute.cs,class,RevCore,ShowIfAttribute,,public sealed class ShowIfAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\SingleLayerAttribute.cs,class,RevCore,SingleLayerAttribute,,public sealed class SingleLayerAttribute : PropertyAttribute { }
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\SpriteBoxAttribute.cs,class,RevCore,SpriteBoxAttribute,,public sealed class SpriteBoxAttribute : PropertyAttribute
RevCore,Inspector,Assets\RevCore\Inspector\Runtime\Attributes\TagSelectorAttribute.cs,class,RevCore,TagSelectorAttribute,,public sealed class TagSelectorAttribute : PropertyAttribute
RevCore,Pool,Assets\RevCore\Pool\Runtime\Contracts\IPool.cs,interface,RevCore,IPool,,public interface IPool<T> where T : Component
RevCore,Pool,Assets\RevCore\Pool\Runtime\Contracts\IPoolContainer.cs,interface,RevCore,IPoolContainer,,public interface IPoolContainer<T> where T : Component
RevCore,Pool,Assets\RevCore\Pool\Runtime\Core\PoolObject.cs,class,RevCore,PoolObject,,public class PoolObject : MonoBehaviour
RevCore,Pool,Assets\RevCore\Pool\Runtime\Core\PoolsContainer.cs,class,RevCore,PoolsContainer,,public class PoolsContainer<T> : IPoolContainer<T> where T : Component
RevCore,Pool,Assets\RevCore\Pool\Runtime\Core\RevPool.cs,class,RevCore,RevPool,,public class RevPool<T> : IPool<T> where T : Component
RevCore,Pool,Assets\RevCore\Pool\Runtime\Helpers\PoolComponentExtensions.cs,class,RevCore,PoolComponentExtensions,,public static class PoolComponentExtensions
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\Contracts\IPref.cs,interface,RevCore,IPref,,public interface IPref
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPref.cs,class,RevCore,PlayerPref,,public abstract class PlayerPref : IPref
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPrefBool.cs,class,RevCore,PlayerPrefBool,,public class PlayerPrefBool : PlayerPref
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPrefContainer.cs,class,RevCore,PlayerPrefContainer,,public static class PlayerPrefContainer
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPrefFloat.cs,class,RevCore,PlayerPrefFloat,,public class PlayerPrefFloat : PlayerPref
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPrefInt.cs,class,RevCore,PlayerPrefInt,,public class PlayerPrefInt : PlayerPref
RevCore,Prefs,Assets\RevCore\Prefs\Runtime\PlayerPrefs\PlayerPrefString.cs,class,RevCore,PlayerPrefString,,public class PlayerPrefString : PlayerPref
RevCore,Timer,Assets\RevCore\Timer\Runtime\Contracts\ITimerHandle.cs,interface,RevCore,ITimerHandle,,public interface ITimerHandle
RevCore,Timer,Assets\RevCore\Timer\Runtime\Contracts\ITimerScheduler.cs,interface,RevCore,ITimerScheduler,,public interface ITimerScheduler
RevCore,Timer,Assets\RevCore\Timer\Runtime\Core\TimedAction.cs,class,RevCore,TimedAction,,public sealed class TimedAction
RevCore,Timer,Assets\RevCore\Timer\Runtime\Core\Timers.cs,class,RevCore,Timers,,public static partial class Timers
RevCore,Timer,Assets\RevCore\Timer\Runtime\Core\TimersAsync.cs,class,RevCore,Timers,,public static partial class Timers
RevCore,Timer,Assets\RevCore\Timer\Runtime\Core\TimerScheduler.cs,class,RevCore,TimerScheduler,,public sealed class TimerScheduler : ITimerScheduler
RevCore,Timer,Assets\RevCore\Timer\Runtime\Unity\GlobalTimers.cs,class,RevCore,GlobalTimers,,public sealed class GlobalTimers : TimerDriver
RevCore,Timer,Assets\RevCore\Timer\Runtime\Unity\SceneTimers.cs,class,RevCore,SceneTimers,,public sealed class SceneTimers : TimerDriver
RevCore,Timer,Assets\RevCore\Timer\Runtime\Unity\TimerDriver.cs,class,RevCore,TimerDriver,,public class TimerDriver : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\CustomToggleGroup.cs,class,RevCore.UI,CustomToggleGroup,,public class CustomToggleGroup : ToggleGroup
RevCore,UI,Assets\RevCore\UI\Runtime\HoledLayerMask.cs,class,RevCore.UI,HoledLayerMask,,public class HoledLayerMask : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\HorizontalAlignmentUI.cs,class,RevCore.UI,HorizontalAlignmentUI,,"public class HorizontalAlignmentUI : MonoBehaviour, IAligned"
RevCore,UI,Assets\RevCore\UI\Runtime\HorizontalAlignmentUI.cs,enum,RevCore.UI,Alignment,,public enum Alignment
RevCore,UI,Assets\RevCore\UI\Runtime\HorizontalSnapScrollView.cs,class,RevCore.UI,HorizontalSnapScrollView,,"public class HorizontalSnapScrollView : MonoBehaviour, IBeginDragHandler, IEndDragHandler, IDragHandler"
RevCore,UI,Assets\RevCore\UI\Runtime\IAligned.cs,interface,RevCore.UI,IAligned,,public interface IAligned
RevCore,UI,Assets\RevCore\UI\Runtime\IgnoreScreenSafe.cs,class,RevCore.UI,IgnoreScreenSafe,,public class IgnoreScreenSafe : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\ImageWithText.cs,class,RevCore.UI,ImageWithText,,public class ImageWithText : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\ImageWithTextTMP.cs,class,RevCore.UI,ImageWithTextTMP,,public class ImageWithTextTMP : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\Joystick.cs,class,RevCore.UI,Joystick,,"public class Joystick : MonoBehaviour, IBeginDragHandler, IDragHandler, IEndDragHandler"
RevCore,UI,Assets\RevCore\UI\Runtime\JoystickArea.cs,class,RevCore.UI,JoystickArea,,"public class JoystickArea : MonoBehaviour, IPointerDownHandler, IPointerUpHandler, IBeginDragHandler, IDragHandler, IEndDragHandler"
RevCore,UI,Assets\RevCore\UI\Runtime\JustButton.cs,class,RevCore.UI,JustButton,,public class JustButton : Button
RevCore,UI,Assets\RevCore\UI\Runtime\JustToggle.cs,class,RevCore.UI,JustToggle,,public class JustToggle : Toggle
RevCore,UI,Assets\RevCore\UI\Runtime\JustToggle.cs,class,RevCore.UI,SizeTransition,,public class SizeTransition
RevCore,UI,Assets\RevCore\UI\Runtime\JustToggle.cs,class,RevCore.UI,PositionTransition,,public class PositionTransition
RevCore,UI,Assets\RevCore\UI\Runtime\JustToggle.cs,class,RevCore.UI,ColorTransition,,public class ColorTransition
RevCore,UI,Assets\RevCore\UI\Runtime\JustToggle.cs,class,RevCore.UI,SpriteTransition,,public class SpriteTransition
RevCore,UI,Assets\RevCore\UI\Runtime\OptimizedHorizontalScrollView.cs,class,RevCore.UI,OptimizedHorizontalScrollView,,public class OptimizedHorizontalScrollView : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\OptimizedScrollItem.cs,class,RevCore.UI,OptimizedScrollItem,,public abstract class OptimizedScrollItem : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\OptimizedScrollView.cs,enum,RevCore.UI,ScrollDirection,,public enum ScrollDirection
RevCore,UI,Assets\RevCore\UI\Runtime\OptimizedScrollView.cs,class,RevCore.UI,OptimizedScrollView,,public class OptimizedScrollView : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\OptimizedVerticalScrollView.cs,class,RevCore.UI,OptimizedVerticalScrollView,,public class OptimizedVerticalScrollView : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\PanelController.cs,class,RevCore.UI,PanelController,,public class PanelController : PanelStack
RevCore,UI,Assets\RevCore\UI\Runtime\PanelRoot.cs,class,RevCore.UI,PanelRoot,,public abstract class PanelRoot : PanelStack
RevCore,UI,Assets\RevCore\UI\Runtime\PanelStack.cs,class,RevCore.UI,PanelStack,,public abstract class PanelStack : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\PanelStack.cs,enum,RevCore.UI,PushMode,,public enum PushMode
RevCore,UI,Assets\RevCore\UI\Runtime\ProgressBar.cs,class,RevCore.UI,ProgressBar,,public class ProgressBar : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\ProgressBar.cs,enum,RevCore.UI,FillDirection,,public enum FillDirection
RevCore,UI,Assets\RevCore\UI\Runtime\ScreenSafeArea.cs,class,RevCore.UI,ScreenSafeArea,,public class ScreenSafeArea : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\ScrollRectEx.cs,class,RevCore.UI,ScrollRectEx,,public class ScrollRectEx : ScrollRect
RevCore,UI,Assets\RevCore\UI\Runtime\SimpleTMPButton.cs,class,RevCore.UI,SimpleTMPButton,,public class SimpleTMPButton : JustButton
RevCore,UI,Assets\RevCore\UI\Runtime\SnapScrollItem.cs,class,RevCore.UI,SnapScrollItem,,public abstract class SnapScrollItem : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\TableAlignmentUI.cs,class,RevCore.UI,TableAlignmentUI,,"public class TableAlignmentUI : MonoBehaviour, IAligned"
RevCore,UI,Assets\RevCore\UI\Runtime\TableAlignmentUI.cs,enum,RevCore.UI,TableLayoutType,,public enum TableLayoutType
RevCore,UI,Assets\RevCore\UI\Runtime\TableAlignmentUI.cs,enum,RevCore.UI,AlignmentVertical,,public enum AlignmentVertical
RevCore,UI,Assets\RevCore\UI\Runtime\TableAlignmentUI.cs,enum,RevCore.UI,AlignmentHorizontal,,public enum AlignmentHorizontal
RevCore,UI,Assets\RevCore\UI\Runtime\UICircleArranger.cs,interface,RevCore.UI,ITweenItem,,public interface ITweenItem
RevCore,UI,Assets\RevCore\UI\Runtime\UICircleArranger.cs,class,RevCore.UI,UICircleArranger,,public class UICircleArranger : MonoBehaviour
RevCore,UI,Assets\RevCore\UI\Runtime\VerticalAlignmentUI.cs,class,RevCore.UI,VerticalAlignmentUI,,"public class VerticalAlignmentUI : MonoBehaviour, IAligned"
RevCore,UI,Assets\RevCore\UI\Runtime\VerticalAlignmentUI.cs,enum,RevCore.UI,Alignment,,public enum Alignment
